gene_id	day1_1	day1_2	day1_3	day60_1	day60_2	day60_3
FBgn0004577	2528	2564	4	5	2	1011
FBgn0004580	4335	4233	311	221	283	1734
FBgn0004581	365	194	51	57	71	146
FBgn0004583	290	359	228	142	211	116
FBgn0004584	187	234	2576	2606	2180	75
FBgn0004587	2622	3150	8583	7461	6691	1049
FBgn0004595	737	892	142	138	163	295
FBgn0004597	242	238	917	873	799	97
FBgn0004598	2715	2755	4870	4325	3759	1086
FBgn0004607	256	319	91	64	108	102
FBgn0004618	132	136	41	65	56	53
FBgn0004619	274	198	35	42	53	110
FBgn0004620	516	510	140	86	169	206
FBgn0004622	133	176	34	24	42	53
FBgn0004623	3750	3779	232	240	318	1500
FBgn0004635	292	253	126	100	131	117
FBgn0004636	2638	2613	4444	4297	3558	1055
FBgn0004643	468	359	4439	4138	3375	187
FBgn0004646	995	1087	546	343	578	398
FBgn0004647	505	726	1229	1340	1213	202
FBgn0004649	1006	1755	23979	21266	16874	402
FBgn0004650	264	261	2030	2321	1590	106
FBgn0004652	516	486	138	105	129	206
FBgn0004655	988	874	3930	3837	2964	395
FBgn0004656	1561	1761	4068	3537	2896	625
FBgn0004657	4041	4197	2886	1926	2308	1616
FBgn0004666	61	79	317	152	291	24
FBgn0004698	1029	978	3772	3318	2959	412
FBgn0004777	72	95	0	0	1	29
FBgn0004780	26	28	1	3	3	10
FBgn0004781	14	18	5	0	3	6
FBgn0004782	1359	1324	0	0	0	544
FBgn0004783	66	71	0	0	0	26
FBgn0004784	1136	1100	149	134	185	454
FBgn0004795	545	602	3116	3012	2171	218
FBgn0004811	530	603	2343	2306	1936	212
FBgn0004828	8718	9171	14933	13447	13591	3487
FBgn0004832	304	226	1298	1358	1032	121
FBgn0004837	224	263	893	808	649	90
FBgn0004838	6936	8716	22477	21201	17825	2774
FBgn0004839	118	124	74	40	62	47
FBgn0004841	51	13	9	9	6	20
FBgn0004842	59	47	5	1	16	23
FBgn0004852	1275	1115	564	312	499	510
FBgn0004854	63	61	7	5	10	25
FBgn0004855	348	349	1401	1529	1326	139
FBgn0004856	742	917	4077	4190	3391	297
FBgn0004858	661	849	324	184	367	264
FBgn0004859	769	1037	314	208	296	308
FBgn0004860	123	191	574	530	421	49
FBgn0004861	477	750	200	184	227	191
FBgn0004862	46	67	31	17	25	18
FBgn0004863	36	39	7	8	15	14
FBgn0004864	461	445	1950	1636	1346	184
FBgn0004865	470	512	36	52	44	188
FBgn0004868	4022	4105	13542	12476	11721	1609
FBgn0004870	107	104	52	53	55	43
FBgn0004872	354	511	2347	2619	1905	142
FBgn0004875	1819	2216	3721	3671	2788	728
FBgn0004880	428	519	70	100	80	171
FBgn0004885	4920	3457	508	254	436	1968
FBgn0004888	16103	18797	8496	8299	8041	6441
FBgn0004889	1976	2054	7018	6676	5115	790
FBgn0004893	594	774	434	335	512	238
FBgn0004896	37	37	5	3	5	15
FBgn0004901	328	430	2496	2543	1959	131
FBgn0004903	1000	822	1618	1607	1284	400
FBgn0004907	19745	21106	15076	13499	14290	7898
FBgn0004908	193	173	317	345	285	77
FBgn0004910	936	1026	499	411	578	374
FBgn0004913	725	778	5401	5074	3898	290
FBgn0004915	670	648	1977	1658	1557	268
FBgn0004919	2034	1737	211	212	264	814
FBgn0004921	7779	8315	4690	4676	4579	3111
FBgn0004924	1691	2147	6434	6214	4996	677
FBgn0004926	2002	2202	6922	6884	6028	801
FBgn0004956	112	65	17	24	21	45
FBgn0004957	117	161	761	794	629	47
FBgn0005198	798	824	1309	1177	1030	319
FBgn0005278	5437	6607	10507	9514	8713	2175
FBgn0005322	775	793	3040	2886	2724	310
FBgn0005355	371	366	1629	1720	1468	148
FBgn0005386	763	641	1987	2039	1582	305
FBgn0005390	163	278	1878	1880	1404	65
FBgn0005391	4260	6663	22247	10888	19606	1704
FBgn0005411	1324	1366	5640	5220	4918	530
FBgn0005533	23855	24381	31237	29979	36663	9542
FBgn0005558	173	150	46	44	55	69
FBgn0005561	112	141	34	48	51	45
FBgn0005564	697	787	112	80	138	279
FBgn0005585	6714	7395	15045	14232	14889	2686
FBgn0005586	1265	1359	155	141	181	506
FBgn0005593	34708	36986	79334	71466	76664	13883
FBgn0005596	365	421	3400	3038	2532	146
FBgn0005612	4828	3813	553	353	566	1931
FBgn0005613	110	90	34	23	31	44
FBgn0005614	2834	2993	682	760	1075	1134
FBgn0005616	334	285	206	192	197	133
FBgn0005617	316	484	3365	3406	2603	126
FBgn0005619	253	195	26	33	29	101
FBgn0005626	59383	33210	664	292	707	23753
FBgn0005631	527	501	120	86	119	211
FBgn0005632	2186	2547	4260	3541	3568	874
FBgn0005633	157	223	3	0	3	63
FBgn0005636	402	349	108	84	155	161
FBgn0005638	51	58	20	12	14	20
FBgn0005640	1962	1928	1441	1303	1165	785
FBgn0005642	385	484	2801	2691	2290	154
FBgn0005648	591	827	2051	2075	1781	236
FBgn0005649	3534	3884	9280	9995	8104	1414
FBgn0005655	440	609	7282	7402	5819	176
FBgn0005658	162	150	15	17	24	65
FBgn0005659	851	738	174	161	235	340
FBgn0005664	1491	1255	126	63	107	596
FBgn0005666	21707	24248	1914	1396	2063	8683
FBgn0005670	47	91	181	118	176	19
FBgn0005672	1067	937	1443	1390	1476	427
FBgn0005674	1145	1218	3347	2787	2727	458
FBgn0005677	320	276	57	37	71	128
FBgn0005683	46	79	1287	1265	914	18
FBgn0005694	757	1068	3328	3815	2768	303
FBgn0005695	804	784	4586	4731	3613	322
FBgn0005696	97	115	3066	2818	2091	39
FBgn0005771	937	1491	435	298	375	375
FBgn0005775	266	367	54	39	42	106
FBgn0005777	957	929	3525	3516	2617	383
FBgn0005778	302	219	59	65	64	121
FBgn0005779	232	151	20	45	33	93
FBgn0008635	1867	1757	4005	3140	3379	747
FBgn0008636	41	31	14	4	8	16
FBgn0008646	85	113	22	20	10	34
FBgn0008651	50	49	18	15	24	20
FBgn0010014	330	304	72	58	84	132
FBgn0010015	780	720	162	105	164	312
FBgn0010019	49265	38392	107778	58955	184426	19706
FBgn0010038	61	120	1187	633	1455	24
FBgn0010039	284	232	673	610	661	113
FBgn0010040	18	8	47	34	50	7
FBgn0010051	1426	1320	1177	797	1008	570
FBgn0010052	405	420	23	23	48	162
FBgn0010053	269	281	1491	791	1431	108
FBgn0010078	26009	28964	53863	48541	59258	10404
FBgn0010097	12	49	2364	2271	1827	5
FBgn0010100	33252	35592	9470	7784	8321	13301
FBgn0010105	261	254	87	58	136	104
FBgn0010113	394	473	2707	2723	2043	157
FBgn0010114	1572	1300	348	305	402	629
FBgn0010173	684	725	7865	7694	6686	274
FBgn0010194	112	147	248	280	213	45
FBgn0010197	31	13	19	7	9	12
FBgn0010198	21048	24181	44103	39102	44127	8419
FBgn0010213	5427	5572	3999	4344	4293	2171
FBgn0010215	1421	1536	3335	3215	2861	568
FBgn0010217	91100	107954	26778	22943	23746	36440
FBgn0010220	262	406	1146	1034	945	105
FBgn0010222	484	677	775	688	1032	194
FBgn0010225	3951	3902	2938	1786	3311	1580
FBgn0010226	57670	66446	4438	4140	4404	23068
FBgn0010228	3171	3211	1425	1102	1630	1268
FBgn0010235	1191	1392	3130	2541	2719	477
FBgn0010240	121	125	16	24	34	48
FBgn0010241	102	239	333	198	380	41
FBgn0010246	1121	1572	2570	1594	2182	449
FBgn0010247	566	502	2212	1993	1529	226
FBgn0010258	194	149	92	82	48	78
FBgn0010263	5771	6812	1403	1330	1669	2308
FBgn0010265	20860	21991	37785	35102	35545	8344
FBgn0010269	564	685	2099	2338	1923	225
FBgn0010278	484	606	5757	6023	4659	193
FBgn0010280	1788	1723	5040	4685	3843	715
FBgn0010282	708	766	3870	4100	3315	283
FBgn0010287	169	139	528	447	360	67
FBgn0010292	431	580	1570	1505	1299	172
FBgn0010300	1380	1439	4969	4706	3486	552
FBgn0010303	1174	1300	2217	2082	1660	470
FBgn0010309	344	308	729	829	659	137
FBgn0010313	1042	1193	2863	2570	1983	417
FBgn0010314	99	97	1735	1844	1324	39
FBgn0010315	346	519	3103	2909	2371	138
FBgn0010316	384	415	2005	2095	1643	153
FBgn0010317	44	96	807	745	615	17
FBgn0010328	873	1332	4910	4751	3778	349
FBgn0010329	174	139	51	48	63	69
FBgn0010333	1308	1539	3602	3632	3214	523
FBgn0010339	738	796	3082	3079	2656	295
FBgn0010340	179	153	452	439	460	72
FBgn0010341	1889	2049	4401	4058	3923	755
FBgn0010342	229	290	4853	4920	3474	92
FBgn0010348	5594	5488	9068	8263	7824	2237
FBgn0010350	2250	1894	1495	1422	1391	900
FBgn0010352	19069	21251	7473	6144	7177	7628
FBgn0010355	845	1056	2254	1953	1862	338
FBgn0010356	224	266	1631	1298	1217	89
FBgn0010357	158	194	14043	7196	10745	63
FBgn0010358	11	23	235	154	267	4
FBgn0010359	20	27	199	108	244	8
FBgn0010379	1814	1564	3520	3137	2892	726
FBgn0010380	1460	1525	3673	3008	2754	584
FBgn0010382	242	300	7484	7716	5583	97
FBgn0010383	157	129	370	264	383	63
FBgn0010385	17	8	810	1002	1509	7
FBgn0010387	4219	3909	1855	1366	2329	1688
FBgn0010388	4	33	294	155	523	2
FBgn0010389	284	299	149	114	183	114
FBgn0010391	1448	1404	3616	3319	3363	579
FBgn0010398	177	147	1067	1047	912	71
FBgn0010399	308	307	62	46	58	123
FBgn0010401	320	396	49	54	78	128
FBgn0010403	276	236	68	87	107	110
FBgn0010406	666	578	1335	1183	1245	266
FBgn0010407	50	45	25	15	24	20
FBgn0010408	6718	7610	14890	13860	17908	2687
FBgn0010409	19177	20646	46405	40826	46269	7671
FBgn0010411	22247	24782	49359	49637	52535	8899
FBgn0010412	22750	24560	49046	44735	47416	9100
FBgn0010414	213	181	65	55	79	85
FBgn0010416	313	363	1610	1406	1135	125
FBgn0010417	651	546	2239	2015	1878	260
FBgn0010421	156	170	1875	1930	1430	62
FBgn0010422	579	591	2580	2876	2178	231
FBgn0010423	3605	3021	173	106	209	1442
FBgn0010424	3822	3319	704	639	1098	1529
FBgn0010425	6	25	1680	528	1409	2
FBgn0010431	93	107	9617	8808	7183	37
FBgn0010435	7529	7080	2849	1972	3509	3012
FBgn0010438	21	5	45	40	55	8
FBgn0010441	340	410	1468	1303	1099	136
FBgn0010452	165	162	111	77	133	66
FBgn0010453	79	78	21	7	27	31
FBgn0010473	1261	1544	166	144	138	505
FBgn0010482	10471	10624	824	543	815	4188
FBgn0010497	689	945	2082	1811	1842	276
FBgn0010501	272	298	1001	1007	787	109
FBgn0010504	2767	1881	940	887	963	1107
FBgn0010516	3857	3860	6011	4983	5751	1543
FBgn0010520	270	282	1009	991	823	108
FBgn0010531	322	386	572	562	557	129
FBgn0010551	4409	4049	9299	9018	8013	1764
FBgn0010583	967	955	1859	1693	1403	387
FBgn0010591	814	829	2192	1843	1940	326
FBgn0010602	1707	1788	4953	5288	4329	683
FBgn0010607	148	231	1556	1505	1247	59
FBgn0010611	1304	1486	4249	3425	4437	522
FBgn0010612	13877	15094	3874	4197	4405	5551
FBgn0010621	1810	2408	9924	8446	7852	724
FBgn0010622	326	363	1018	985	926	130
FBgn0010638	2099	2313	4608	4113	4053	839
FBgn0010660	493	503	2071	1932	1563	197
FBgn0010741	753	981	3023	3302	2964	301
FBgn0010747	1604	1471	3193	2852	2857	642
FBgn0010750	421	513	3022	2654	2370	168
FBgn0010762	718	735	2164	1821	1510	287
FBgn0010768	106	152	351	317	258	42
FBgn0010770	214	366	1713	1697	1479	85
FBgn0010774	792	1130	9277	7773	6498	317
FBgn0010786	1889	1825	3873	4247	3782	756
FBgn0010803	786	803	2278	2247	2288	314
FBgn0010808	4708	5225	2919	2960	3087	1883
FBgn0010812	739	685	1224	1011	1039	296
FBgn0010825	1601	1902	3841	3205	3038	641
FBgn0010830	274	292	1601	1344	1187	110
FBgn0010877	1339	1283	3115	2807	2417	536
FBgn0010905	1657	2051	3767	3597	3043	663
FBgn0010926	238	413	1705	1631	1442	95
FBgn0011016	1618	1576	3235	3207	2991	647
FBgn0011020	75	85	1834	1985	1529	30
FBgn0011202	767	854	1917	1562	1554	307
FBgn0011204	2360	2741	5777	4971	4731	944
FBgn0011206	5256	3546	860	922	939	2103
FBgn0011207	629	683	1916	1789	1601	252
FBgn0011211	98345	115089	25701	19664	21061	39338
FBgn0011224	1816	1964	3603	3251	2405	727
FBgn0011225	6490	4901	4653	3951	4787	2596
FBgn0011227	3261	3274	741	780	897	1304
FBgn0011230	6438	6469	4406	3184	4084	2575
FBgn0011232	407	499	2014	2076	1632	163
FBgn0011239	783	518	94	126	154	313
FBgn0011244	5670	3708	797	853	1042	2268
FBgn0011259	490	533	322	295	285	196
FBgn0011260	707	939	2531	2146	1740	283
FBgn0011270	3368	2273	516	748	813	1347
FBgn0011272	32386	34590	67307	62449	68073	12954
FBgn0011274	2021	1873	626	436	719	808
FBgn0011278	15	13	2	1	1	6
FBgn0011279	77	59	7	11	8	31
FBgn0011280	2071	2301	1373	1291	2226	828
FBgn0011281	377	389	78	87	136	151
FBgn0011283	455	415	45	51	67	182
FBgn0011284	27820	28262	62269	59691	65292	11128
FBgn0011286	5016	5618	475	353	476	2006
FBgn0011288	1961	1982	171	168	225	784
FBgn0011289	2023	1751	4774	4522	4267	809
FBgn0011290	765	790	1714	1805	1623	306
FBgn0011291	209	172	908	978	830	84
FBgn0011293	446	477	82	98	136	178
FBgn0011294	55	99	1	2	6	22
FBgn0011297	184	261	779	839	785	74
FBgn0011300	1247	1201	1691	1653	1356	499
FBgn0011305	697	735	1307	1475	1259	279
FBgn0011327	4503	4053	3409	3657	3020	1801
FBgn0011335	208	308	982	1026	854	83
FBgn0011336	1370	1134	1940	1438	1966	548
FBgn0011361	11914	13417	4833	5147	4763	4766
FBgn0011455	7759	7808	4069	3974	3879	3104
FBgn0011474	1210	1174	2655	2424	1798	484
FBgn0011481	941	1194	5045	4830	4097	376
FBgn0011509	484	467	2180	1773	1889	194
FBgn0011556	124	262	417	217	459	50
FBgn0011559	6857	2108	1117	819	2898	2743
FBgn0011566	390	431	932	869	791	156
FBgn0011569	70	51	16	21	15	28
FBgn0011570	1192	1149	2661	2496	2352	477
FBgn0011573	722	699	1752	1933	1516	289
FBgn0011582	117	127	8	18	17	47
FBgn0011586	649	805	3782	3963	3083	259
FBgn0011589	177	191	30	27	61	71
FBgn0011591	1191	1081	232	172	295	476
FBgn0011596	887	523	144	131	125	355
FBgn0011603	1141	1169	572	517	740	457
FBgn0011604	745	639	3421	3168	2426	298
FBgn0011606	1393	902	3092	2967	2297	557
FBgn0011638	1104	1513	7823	7571	6824	442
FBgn0011640	1328	1549	6029	6016	5173	531
FBgn0011642	1353	1445	2121	1879	2028	541
FBgn0011648	1202	1154	3930	3443	2868	481
FBgn0011655	707	819	1930	1725	1648	283
FBgn0011656	2827	2908	1538	1385	1348	1131
FBgn0011659	72	96	975	981	795	29
FBgn0011660	178	196	1515	1436	1224	71
FBgn0011661	5198	5310	10098	8540	8708	2079
FBgn0011666	985	1005	2123	1897	1413	394
FBgn0011668	4022	1872	1101	1320	2213	1609
FBgn0011669	805	398	135	226	510	322
FBgn0011670	1011	643	206	164	533	404
FBgn0011672	1475	1583	3018	2512	2526	590
FBgn0011676	177	139	58	37	66	71
FBgn0011692	128	151	3079	3095	2262	51
FBgn0011693	1813	1707	142	167	229	725
FBgn0011694	2879	1266	181	307	294	1152
FBgn0011695	27413	24305	14476	11588	20666	10965
FBgn0011701	213	223	88	67	82	85
FBgn0011703	346	444	8834	7677	6319	138
FBgn0011704	476	610	10581	9206	6911	190
FBgn0011705	731	735	1614	1735	1521	292
FBgn0011706	50	51	20	17	26	20
FBgn0011708	1936	1691	3259	2951	2832	774
FBgn0011710	800	910	3631	3162	2680	320
FBgn0011715	369	460	3780	4131	3328	147
FBgn0011722	1111	1043	434	259	567	444
FBgn0011726	6925	6788	23648	23151	22193	2770
FBgn0011737	908	703	1702	1628	1393	363
FBgn0011739	1126	1245	1748	1627	1383	451
FBgn0011740	425	358	1405	1358	1225	170
FBgn0011741	478	466	1121	1164	1134	191
FBgn0011742	1136	1170	3514	3894	3165	455
FBgn0011743	1025	634	142	232	157	410
FBgn0011746	133	82	45	60	47	53
FBgn0011754	2946	2849	4172	3499	3971	1179
FBgn0011758	56	72	7	3	6	22
FBgn0011761	647	909	54270	61018	48915	259
FBgn0011762	126	151	960	925	808	50
FBgn0011763	1071	1229	3990	3966	3444	428
FBgn0011766	1023	1165	4475	3770	3141	409
FBgn0011768	3163	3056	8836	7996	7683	1265
FBgn0011769	217	154	404	455	476	87
FBgn0011771	479	506	1478	1238	1048	192
FBgn0011774	132	99	2592	2467	2099	53
FBgn0011785	1157	1327	2794	2225	1799	463
FBgn0011787	919	876	3040	3597	2932	368
FBgn0011802	284	249	1645	1604	1258	113
FBgn0011818	542	571	1767	1838	1323	217
FBgn0011822	102	99	238	123	223	41
FBgn0011824	220	355	967	747	756	88
FBgn0011826	849	985	3182	3124	2567	340
FBgn0011828	1582	1361	270	185	326	633
FBgn0011829	77	75	18	10	20	31
FBgn0011836	260	310	1472	1304	1075	104
FBgn0011837	462	320	1906	1713	1318	185
FBgn0012034	4432	3754	6928	4862	6654	1773
FBgn0012037	2650	2123	2032	922	1817	1060
FBgn0012042	13	5	160	155	309	5
FBgn0012051	1118	1235	948	690	895	447
FBgn0012058	1084	885	2418	2420	1928	434
FBgn0012344	181	129	76	70	69	72
FBgn0013269	1183	1821	9920	10721	8716	473
FBgn0013272	15913	15206	8313	5377	9014	6365
FBgn0013275	823	390	47	12	21	329
FBgn0013276	3609	1809	213	43	137	1444
FBgn0013277	718	620	30	5	26	287
FBgn0013278	3055	2136	138	26	104	1222
FBgn0013279	1922	1137	92	16	67	769
FBgn0013300	1295	853	112	264	217	518
FBgn0013301	3473	2094	536	579	819	1389
FBgn0013303	1235	1259	1696	1907	1613	494
FBgn0013305	2219	1987	4345	2943	4489	887
FBgn0013307	194	167	493	314	510	77
FBgn0013325	21143	22787	44694	41969	46743	8457
FBgn0013334	5711	5811	1949	1562	1687	2284
FBgn0013342	3621	3344	762	656	940	1448
FBgn0013343	320	327	740	617	490	128
FBgn0013347	728	773	1799	1835	1701	291
FBgn0013348	19578	20225	137	163	208	7831
FBgn0013432	332	411	959	1037	901	133
FBgn0013433	82	81	34	6	21	33
FBgn0013435	117	109	356	320	270	47
FBgn0013467	3154	3138	230	219	246	1262
FBgn0013469	92	113	85	58	60	37
FBgn0013531	97	111	560	568	486	39
FBgn0013548	137	179	3391	3303	2547	55
FBgn0013563	1252	1208	800	749	653	501
FBgn0013576	7903	6868	6319	4645	5221	3161
FBgn0013717	333	364	2464	2310	1733	133
FBgn0013720	394	420	1424	1427	1390	157
FBgn0013725	215	161	49	36	46	86
FBgn0013726	852	1000	7028	6411	5545	341
FBgn0013732	110	113	2247	2281	1520	44
FBgn0013733	7752	9256	3998	2847	4196	3101
FBgn0013746	485	554	2014	1946	1688	194
FBgn0013749	1686	1687	3535	3532	3255	675
FBgn0013750	2258	2375	3081	3480	3055	903
FBgn0013753	304	433	1328	1467	1266	121
FBgn0013756	733	967	4461	3904	3120	293
FBgn0013759	882	1076	2836	2574	2139	353
FBgn0013762	306	376	1372	1149	1039	122
FBgn0013763	2117	1797	10695	9513	9794	847
FBgn0013764	710	899	2688	2658	2212	284
FBgn0013765	4302	3251	2717	2309	2028	1721
FBgn0013771	339	381	789	470	889	135
FBgn0013772	453	186	1445	816	1738	181
FBgn0013773	299	216	1834	1607	1551	119
FBgn0013799	534	542	1613	1470	1177	213
FBgn0013810	548	402	113	125	99	219
FBgn0013811	299	203	77	68	71	119
FBgn0013812	147	176	14	21	23	59
FBgn0013813	514	248	79	80	68	205
FBgn0013949	817	607	306	196	336	327
FBgn0013953	137	153	481	418	602	55
FBgn0013954	3639	3917	11893	12088	10524	1456
FBgn0013972	717	680	106	81	139	287
FBgn0013973	261	244	62	52	58	104
FBgn0013981	4314	4368	9828	8519	10316	1725
FBgn0013983	539	553	401	326	411	216
FBgn0013987	1704	1661	3776	3145	3056	682
FBgn0013995	4425	4543	2443	2278	2119	1770
FBgn0014000	1308	1270	595	416	599	523
FBgn0014006	886	1048	1950	1579	1561	354
FBgn0014007	701	867	2119	1984	1563	280
FBgn0014011	1931	1936	938	842	897	772
FBgn0014018	2442	2075	3247	2484	3426	977
FBgn0014019	574	623	135	114	212	229
FBgn0014022	149	171	706	721	594	60
FBgn0014023	656	753	1404	1529	1373	262
FBgn0014024	558	747	1501	1522	1323	223
FBgn0014026	42865	43622	90284	83784	97710	17146
FBgn0014028	8844	9855	4725	4207	4703	3538
FBgn0014029	683	868	2630	2546	2673	273
FBgn0014031	1898	1609	1436	879	1523	759
FBgn0014032	252	303	1178	1115	1024	101
FBgn0014033	107	147	58	55	111	43
FBgn0014073	505	484	287	218	385	202
FBgn0014075	771	794	3068	2777	2437	308
FBgn0014076	0	0	224	87	16	0
FBgn0014092	121	187	782	856	734	48
FBgn0014127	569	425	2262	2100	1621	228
FBgn0014133	3458	3460	10065	10378	7495	1383
FBgn0014135	310	414	105	80	135	124
FBgn0014141	3261	4140	2484	1766	2452	1305
FBgn0014143	54	53	3	14	22	22
FBgn0014163	2787	3205	4863	4885	4085	1115
FBgn0014189	1227	1815	11407	11179	9218	491
FBgn0014269	434	432	2207	2124	1726	174
FBgn0014340	94	137	1119	970	809	37
FBgn0014342	226	185	150	92	107	90
FBgn0014343	299	293	87	80	106	119
FBgn0014366	348	412	2024	1835	1588	139
FBgn0014380	1126	1331	721	568	969	450
FBgn0014388	1283	1443	372	339	448	513
FBgn0014391	13166	14902	3497	3505	3978	5266
FBgn0014395	201	148	140	134	112	80
FBgn0014396	2830	2821	996	770	1258	1132
FBgn0014411	979	1160	2607	2653	2145	392
FBgn0014417	366	417	4169	3725	2974	146
FBgn0014427	2087	1929	3873	3187	3663	835
FBgn0014454	8618	10632	0	1	3	3447
FBgn0014455	2415	2878	15323	13729	13087	966
FBgn0014465	2	0	24	11	12	1
FBgn0014469	810	847	2865	2058	2908	324
FBgn0014857	2795	2635	5560	5267	5172	1118
FBgn0014859	424	398	39	25	44	169
FBgn0014861	194	248	5109	4080	3277	78
FBgn0014863	15891	17608	1914	1806	2493	6356
FBgn0014865	9	15	87	110	215	3
FBgn0014868	1118	1174	4141	3536	3452	447
FBgn0014869	16541	19340	8679	8297	7321	6616
FBgn0014870	618	764	1251	1093	913	247
FBgn0014877	1773	1684	2754	2649	2190	709
FBgn0014879	689	815	5387	5646	4525	276
FBgn0014906	1846	1973	3101	2931	2825	738
FBgn0014931	101	114	648	605	513	40
FBgn0015000	757	813	1753	1508	1462	303
FBgn0015001	196	261	468	272	440	78
FBgn0015008	695	480	110	122	144	278
FBgn0015010	292	450	6960	4529	10407	117
FBgn0015011	1104	945	387	444	501	442
FBgn0015019	1688	2253	12691	11976	10121	675
FBgn0015025	101	95	307	300	293	40
FBgn0015031	7557	7033	1963	2159	2298	3023
FBgn0015032	113	104	2	4	7	45
FBgn0015033	1957	1607	297	147	352	783
FBgn0015035	1216	1012	719	306	673	487
FBgn0015039	1035	805	2285	1365	2462	414
FBgn0015075	339	298	644	541	536	136
FBgn0015218	4529	4694	15096	14830	12010	1812
FBgn0015221	9882	8532	14407	9607	14734	3953
FBgn0015229	818	815	2125	2199	1642	327
FBgn0015230	537	372	57	82	60	215
FBgn0015239	1390	1506	1986	1969	1868	556
FBgn0015240	511	562	1894	1880	1518	204
FBgn0015245	6162	7074	16080	14027	13546	2465
FBgn0015247	2256	2424	3433	3407	3225	902
FBgn0015270	65	61	2174	2085	1695	26
FBgn0015271	71	76	1249	1365	1022	28
FBgn0015277	574	495	889	693	860	229
FBgn0015279	928	907	1798	1554	1446	371
FBgn0015282	8298	8157	6429	6070	5781	3319
FBgn0015286	1517	1464	3947	4581	3741	607
FBgn0015288	2737	3951	18583	9309	12172	1095
FBgn0015295	393	450	1720	1565	1250	157
FBgn0015296	790	848	1585	1695	1457	316
FBgn0015298	437	429	1027	1047	967	175
FBgn0015299	194	210	1845	1812	1719	78
FBgn0015300	210	115	37	70	44	84
FBgn0015316	205	161	135	66	107	82
FBgn0015320	2262	1839	4574	4381	3764	905
FBgn0015321	2581	2210	6219	6459	4997	1032
FBgn0015331	423	329	680	699	559	169
FBgn0015338	530	488	1985	1971	1944	212
FBgn0015351	144	113	397	301	383	58
FBgn0015359	816	748	2257	2445	1877	326
FBgn0015360	781	695	2264	2016	1563	312
FBgn0015371	806	910	3150	3221	2423	322
FBgn0015372	479	527	1169	1271	1122	192
FBgn0015376	151	200	877	846	701	60
FBgn0015379	430	442	1576	1804	1567	172
FBgn0015380	246	246	72	44	67	98
FBgn0015391	146	181	3243	3533	2494	58
FBgn0015396	183	179	3221	3355	2484	73
FBgn0015399	347	384	123	89	113	139
FBgn0015400	193	173	33	30	35	77
FBgn0015402	562	541	1553	1446	1226	225
FBgn0015477	1027	1152	1996	1779	1601	411
FBgn0015509	4026	4560	9088	8153	6672	1610
FBgn0015519	79	103	16	16	15	31
FBgn0015520	250	216	1498	1460	1010	100
FBgn0015521	11116	12045	20161	19134	20819	4446
FBgn0015522	559	620	3766	3663	3195	223
FBgn0015524	116	80	38	41	55	46
FBgn0015527	563	814	2794	2246	2073	225
FBgn0015544	324	339	1592	1586	1277	129
FBgn0015546	117	160	1595	1574	1223	47
FBgn0015553	71	109	2771	2855	1993	28
FBgn0015558	352	462	140	77	118	141
FBgn0015561	112	167	33	32	39	45
FBgn0015568	2312	1915	1128	947	1093	925
FBgn0015570	627	611	157	81	154	251
FBgn0015574	426	268	77	76	93	170
FBgn0015575	1830	1575	1133	780	1230	732
FBgn0015576	1253	1652	392	316	443	501
FBgn0015577	1338	1505	544	335	517	535
FBgn0015582	335	355	761	748	673	134
FBgn0015584	2255	1156	618	350	1417	902
FBgn0015585	1048	497	147	126	376	419
FBgn0015586	1514	485	104	60	195	606
FBgn0015589	765	944	1384	1244	1149	306
FBgn0015600	4977	3682	2656	2291	2338	1991
FBgn0015602	387	440	2273	2202	1695	155
