gene_name	wt_1	wt_2	wt_3	del_1	del_2	del_3
SNR72	11	2	11	5	1	13
SNR73	25	32	17	41	31	208
SNR74	142	62	248	115	143	231
SNR75	15	14	51	16	19	36
SNR76	98	99	133	95	101	91
SNR77	73	91	49	159	147	144
SNR78	0	1	4	9	1	5
SNR79	16	13	14	29	29	34
SNR82	0	0	0	0	0	0
SNR83	63913	31135	84731	85288	101854	53967
SNR84	14173	23060	24525	27354	26765	39302
SUP51	0	0	0	0	0	0
CDC65	0	0	0	0	0	0
SUP19	0	0	0	0	0	0
SUP16	0	0	0	0	0	0
